H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,R62945,X70070,U05040,U33429,T60778,X04011,L12350,R06749,U24105,T57468,M55422,M64110,U14577,K03474,T49204,D00760,H20856,R98410,H62854,T89666,D38551,U12140,M63239,D14689,M67454,T64128,R76825,U15212,X67699,R70790,L11706,T90549,D17390,M33210,H18490,H40891,R77780,T49647,Class
5934.8887,3744.9885,3528.8337,2721.7036,1556.619,3584.2393,3484.485,1385.9625,3634.3838,2386.0107,1387.1887,1172.8154,2211.9011,1128.4938,1528.3976,2448.7583,1528.4088,818.4363,2111.7039,2984.0024,2123.0237,2777.7888,2933.1663,3795.6738,1056.5594,2461.8916,743.0631,1374.8239,2015.93,1644.9912,1588.8138,1367.6125,3590.0874,1840.1274,1058.4976,1716.11,1075.0762,1230.505,1453.6813,1453.6813,1453.6813,1453.6813,1091.4712,2618.744,871.46564,1646.1337,1518.7488,1441.8774,740.89374,1322.6001,37.42619,116.78625,32.4425,59.1575,28.50375,166.26334,37.23,52.79,330.7025,167.20876,36.965,76.0125,92.96375,33.745,61.905,22.952381,44.96625,58.09375,108.87875,30.56375,247.7275,289.42126,14.307143,59.113094,84.25375,29.966667,39.015,47.13625,104.9975,113.7125,112.17632,17.18125,141.55972,16.1,23.9275,82.038155,40.369644,323.85126,68.23875,179.98,99.955956,146.8025,260.70874,80.305,120.27625,52.714287,40.53125,113.16,17.115,19.75,Abnormal
5821.6177,3748.2478,3439.9539,2502.966,1549.6049,4155.7144,3703.2224,1300.3774,4139.286,3012.6428,967.785,962.5615,2605.3662,1181.2888,1728.3679,2961.7334,882.8787,736.8738,3053.805,2884.7188,2462.71,2727.2737,2861.2,2771.105,1037.1375,2444.1382,569.7369,1055.2863,2431.3938,666.59,1440.68,1146.4575,2962.8489,1904.2725,1111.7225,1802.7262,1233.9725,1372.8838,1602.7445,1602.7445,1602.7445,1602.7445,1259.3925,1924.0475,857.6797,1788.5188,1240.7325,1436.0325,776.5637,1720.4716,41.70476,108.7425,40.38125,42.0875,21.80375,137.00333,34.315,104.90875,197.0425,90.36,40.97125,34.53875,451.9075,32.34875,61.25,32.913094,249.99126,56.3325,98.77,43.47625,204.39125,180.38625,18.92381,82.917854,88.1825,39.01389,50.25,45.29625,63.3325,167.57375,84.67895,25.7925,118.59583,30.08875,34.38,91.67105,52.528572,185.70125,55.07,116.795,143.60239,143.46875,250.36375,83.0075,106.09875,54.67857,74.43,88.44875,16.9375,20.99375,Abnormal
9767.027,9785.775,8605.044,4941.2393,3581.5977,7265.1143,6498.42,3870.2976,6936.536,6769.043,4984.2236,3014.0713,3380.8474,3193.8738,4816.3584,5862.6875,3756.5625,2328.3,4156.9023,5241.4473,4045.1362,4489.4663,5136.6523,6243.246,2547.0593,8041.2954,1772.594,2913.725,4126.5312,2104.5774,4498.6763,2059.7324,6723.9673,3895.1726,2526.5874,2912.8674,3553.1626,4111.6973,1959.4453,1959.4453,1959.4453,1959.4453,3385.6875,5027.2476,1447.8953,2909.7937,4200.565,2004.4125,1134.7588,3060.9592,67.186905,208.25125,113.11875,117.2675,58.5025,96.85333,66.325,54.07375,1165.9788,261.15875,118.085,70.34625,165.08,81.715,77.855,78.12381,168.61874,63.99375,92.7175,35.29125,437.0275,657.1813,35.765476,65.14762,149.41624,75.925,154.1325,103.07875,134.165,240.7425,114.96974,38.22125,352.48334,54.11125,24.66125,127.28421,31.405357,157.6275,126.1575,445.0575,153.3238,163.30624,361.1525,201.13126,224.41624,150.85953,101.67,152.29625,93.1075,33.375,Abnormal
13324.729,9505.034,7740.9873,7982.8105,2544.9346,10163.293,9611.041,2346.1562,8642.836,8198.136,3186.3025,2319.6538,5880.634,2399.0637,3481.2512,8076.1167,3513.2112,1487.4137,7498.049,9255.164,5071.75,4162.4526,6341.9385,9146.954,1640.9781,5440.0522,997.3452,2514.4011,5734.561,3182.1812,2857.9788,3425.4612,7713.3037,4246.701,2513.995,5319.194,2139.621,3503.8638,3553.7312,3553.7312,3553.7312,3553.7312,2072.0461,5837.455,2478.9624,3876.6587,3353.0989,4071.375,1829.195,3908.1868,117.70595,407.87625,118.04125,86.51625,56.3625,368.05832,125.1825,115.5575,784.27625,272.555,63.3975,185.11125,191.23875,114.03875,88.7525,197.0381,517.4,147.9175,214.165,137.03876,614.0325,670.4375,41.62381,197.3512,269.295,198.96388,99.205,74.19,92.64625,286.3875,230.4342,62.55625,281.83057,63.73625,79.8775,172.88553,92.75714,751.0475,123.62875,485.1725,257.87738,438.38376,424.8775,285.35,458.705,182.43095,130.8325,259.91876,73.405,47.0825,Abnormal
12977.712,7565.6157,5735.2,6911.68,3095.9333,8961.293,6641.795,2801.86,9363.434,6413.163,2683.17,2520.9866,4964.491,2664.5874,4316.2964,7631.15,2461.075,2015.6562,6516.7036,7140.725,4702.6787,5775.166,7703.0874,2622.0188,2183.928,6794.7046,1437.9167,3173.8726,5205.3135,1557.605,4260.6274,1866.77,3387.3862,3372.7488,2491.5337,4799.761,2705.1787,2203.4512,2599.3223,2599.3223,2599.3223,2599.3223,2982.9724,3480.275,2072.636,4759.1675,3284.7014,3394.266,1744.6125,5128.265,88.62381,225.1225,84.72625,121.44875,36.9475,343.66,83.7,285.9,318.08875,223.1125,120.6075,173.8875,1086.9525,131.5075,201.835,144.29405,169.03876,205.42876,169.88,101.1875,400.74625,394.2725,44.608334,196.01071,180.83376,403.24722,117.07875,107.04125,106.9575,510.35376,132.95526,45.78,260.15695,60.7925,56.5975,105.58158,133.44286,177.75,81.5725,319.14,278.2369,210.4475,424.3375,201.99374,366.0575,141.27975,119.015,318.47125,102.54375,34.8575,Abnormal
8753.239,8978.134,7777.8413,6202.4966,4271.412,8248.879,5514.2373,3681.185,7043.5913,12307.913,8021.1377,2890.6904,3754.6663,3593.9688,4053.894,4819.0083,3890.42,3816.6274,4531.93,4865.5137,3191.2488,4477.0737,4033.6511,6940.839,2689.9812,6356.9644,1818.4595,3226.655,4336.706,2600.595,2775.8489,3636.58,5392.205,3674.734,2028.66,3518.4138,2580.6775,3232.2964,4587.99,4587.99,4587.99,4587.99,2623.6,6280.04,1925.2812,2683.131,3684.2812,2178.1387,1964.0988,6517.818,16.652382,1717.1688,116.26625,122.76125,43.14,103.08167,59.75375,85.10375,347.46875,124.32125,92.525,115.93375,203.9225,105.4525,84.24125,114.99524,741.8638,158.87,800.7475,97.78,654.58,315.3225,30.230951,340.8095,173.335,102.65833,87.945,98.0125,128.11626,509.335,117.08421,60.67625,205.25139,59.1025,79.3,104.19211,79.042854,595.1763,110.49375,68.67,364.8524,83.44625,558.85126,257.39124,204.82875,702.1309,75.26375,192.88625,95.84375,117.19625,Abnormal
5012.02,1383.4886,1269.6487,3168.7124,1945.4929,2726.8037,3300.5938,1672.86,4185.6226,1025.3345,2801.8975,1604.9462,3529.4739,2190.555,2099.7893,2796.75,2170.4375,1518.9175,2073.3774,2529.5486,2422.5537,4508.931,2730.7488,1424.855,1478.675,3309.4119,972.99524,1924.8638,1393.2925,1701.6475,1756.5739,812.3762,843.6262,589.58,1144.3975,1661.2188,1656.3125,596.0775,2019.2424,2019.2424,2019.2424,2019.2424,1553.8676,1037.4926,907.8766,1671.9525,1596.455,1406.7524,374.7675,1245.9241,31.12619,133.51625,31.3475,23.56875,6.46875,181.71832,48.0475,106.41375,65.3725,139.15375,40.415,30.15875,247.84375,34.50375,63.5425,68.10714,400.33875,81.20125,432.4675,64.27,143.96124,50.19875,41.166668,300.1488,68.75375,74.62778,93.96125,40.21,19.4675,468.38126,29.735525,12.17375,38.8125,29.75,10.0975,95.19342,40.62143,116.31,38.62375,33.45375,107.97976,96.21375,365.51376,34.02,125.69625,562.30835,127.43625,171.8425,36.495,48.375,Abnormal
6904.8013,2260.7773,1987.0012,3439.4106,2878.9202,5887.2144,3652.94,2524.504,4209.1123,1390.6678,3783.525,2129.9346,2038.0687,2917.37,3900.6428,3104.8083,2861.235,1762.46,2882.1787,2803.1775,3209.8813,5590.9775,3249.5962,1454.0438,1880.7094,5881.081,1252.4607,3319.1326,2976.26,1894.705,3464.5237,781.055,1653.2288,750.8113,1127.325,2359.9739,4568.8,982.2612,1589.6376,1589.6376,1589.6376,1589.6376,2786.0437,1323.7574,1066.6797,2629.629,2553.0525,1074.6637,485.91876,1694.0494,57.74762,18.03875,32.1125,24.01375,13.54625,64.39167,36.965,117.655,118.77,129.2,65.07,79.17,322.4975,24.645,52.41,69.41071,51.495,47.62375,20.045,37.025,84.18375,154.48625,24.941668,29.429762,75.415,176.81667,81.2,43.55125,34.51375,131.04,23.518421,9.11875,40.261112,27.6825,33.69875,81.0329,46.7375,98.14,64.87,91.8,138.2869,77.8175,377.0675,39.605,124.15,33.905952,87.02625,58.86125,61.1575,28.16875,Abnormal
8347.983,9852.298,8178.965,4467.502,3388.4463,5632.5605,3754.515,4869.556,5019.0537,4843.6787,6404.315,3721.8115,3919.8562,3550.6887,4788.105,4712.1543,3533.0862,3442.7437,2509.0112,2513.4312,2343.1936,5853.3076,2697.5688,5251.4014,3390.9062,5626.5903,2319.1465,3504.1863,2919.825,3241.54,2834.3562,1346.9337,3727.8237,2916.3838,2187.28,1658.42,2970.5662,2360.4263,2088.4922,2088.4922,2088.4922,2088.4922,2652.5376,3150.9875,1383.5922,2280.879,3921.9038,1762.905,1061.2112,2736.74,45.591667,248.6075,102.19,91.84125,33.27,142.73167,36.20625,32.83,539.3688,216.5225,113.78125,103.63875,57.89375,70.04625,44.3425,46.33095,241.4125,95.78,285.73624,39.13625,376.45126,415.99124,70.25238,141.51904,123.47375,147.86111,163.775,157.89,149.9625,186.6525,106.72105,50.47125,169.74861,64.63,24.73375,94.97895,39.353573,198.50375,113.18875,290.435,159.27856,149.71124,363.4575,184.26,132.8775,379.82977,50.035,127.05,45.84,25.995,Abnormal
5100.536,3343.3206,2925.67,2914.1946,1481.2227,3697.9463,2080.275,1638.045,3763.1375,3530.069,2530.7812,1287.1309,1569.9888,1593.4575,1925.3524,2389.9917,2823.5,2238.2275,1700.2225,1564.8262,2825.6438,2619.1462,2374.8962,3848.03,1212.975,3247.456,804.64764,1730.5325,1801.9587,2032.9575,1745.7225,1879.3225,2278,1659,736.67,2132.254,1271.845,1394.8713,2617.1426,2617.1426,2617.1426,2617.1426,1084.7438,3137.3076,721.8781,1957.6525,1418.5212,1427.7625,1233.0688,1826.8156,38.711906,290.9175,19.51,57.33875,16.04375,226.82832,18.87,95.56125,314.0575,126.47375,80.4875,78.7925,123.30375,42.19625,86.36375,22.157143,224.61874,56.715,60.26875,25.2125,346.04126,292.1125,12.525,151.0381,37.9975,44.797222,52.52875,85.69125,66.91375,221.34375,86.10658,32.07875,85.36389,19.0125,15.45625,24.555264,27.973213,380.22,50.825,403.6425,79.76547,55.7375,178.395,71.55125,79.085,95.10833,104.88875,93.1775,49.6275,50.77625,Abnormal
4554.576,3139.3113,2958.4026,1658.3071,3196.5332,2280.4106,2132.3125,3104.621,2958.9875,2121.3977,2446.04,2522.7886,1500.4489,2332.2375,3030.4512,2043.3708,3639.825,2764.994,1795.625,1416.7738,1485.0312,5121.104,1897.82,1682.6788,2135.3093,5217.5,1594.756,3139.62,1255.2438,2134.4988,3098.4312,526.39624,2143.3574,1058.3562,802.01,1265.5164,2144.125,868.525,1290.4155,1290.4155,1290.4155,1290.4155,2960.7524,1703.7075,717.26404,1246.0212,3019.91,894.4313,521.675,1936.3494,37.111904,91.6725,34.73625,30.8975,10.43625,164.58167,32,63.225,265.635,82.22625,181.885,39.1825,356.6725,32.11,61.44625,23.995237,31.58625,50.88875,47.985,44.81125,201.07875,126.36125,35.030952,44.216667,40.45625,414.85834,96.1225,137.56125,80.38125,142.0125,34.213158,6.08125,119.39306,57.31875,32.93125,63.365788,36.728573,109.4925,47.38125,89.035,76.275,78.6425,329.13876,46.1025,59.24625,113.29524,50.84375,65.575,19.6,67.68625,Abnormal
5466.93,10152.273,7760.9175,7258.25,1469.6906,5695.6465,4662.855,2949.1812,6223.86,4948.2334,2939.0476,2851.5615,4113.709,1333.7725,2712.9714,5104.2627,1545.445,1365.2863,2410.9226,4948.56,3262.9075,3577.6638,3712.256,3298.3474,2094.3406,4268.0713,1548.4452,1522.125,3055.8438,1267.4963,2660.8438,1573.7524,2897.5588,2544.1362,2418.115,2009.0012,1230.3538,2487.6587,895.6832,895.6832,895.6832,895.6832,1516.3112,3432.0237,1394.8469,2604.1938,2167.455,1560.1288,1657.6912,1386.5334,8.342857,162.88374,160.96,98.13125,44.61625,73.496666,75.73125,34.875,573.68,149.11626,14.79,110.32,124.58375,96.425,45.62875,234.54167,184.6225,96.1025,83.5125,52.12875,296.9025,151.61,31.660713,46.07619,188.09875,185.43056,63.685,34.1825,65.83125,6.12125,143.25922,23.5425,149.41112,49.75,35.13375,163.66974,42.098213,118.57,125.10125,105.1725,247.62262,303.7375,117.9475,333.41876,464.93,118.31548,73.37375,114.955,47.55875,6.73125,Abnormal
4201.5073,2425.6272,2228.8174,1503.6053,3804.5332,3591.25,4028.5886,2794.085,2683.025,2892.4487,2983.8013,2302.5537,1964.4725,2490.7412,3483.5977,2124.0833,3914.9062,1939.4625,2569.2563,2593.31,1469.8312,4567.065,2568.2139,2139.98,2052.1218,6775.8037,1450.1536,3892.9375,2045.0137,1759.69,4448.2275,720.53125,2138.5874,1027.29,979.4525,1604.0588,3603.4712,956.835,1483.6188,1483.6188,1483.6188,1483.6188,3913.6125,1668.8087,645.9422,1074.095,4539.729,1188.8213,429.47125,2740.8733,53.735714,62.52875,32.38,41.21375,14.0425,111.76167,30.66375,54.8875,189.58875,86.4025,121.77875,45.0075,103.06375,17.48625,34.70625,19.188095,24.08,24.28625,31.6,30.67375,146.01,119.35,28.542856,22.715475,48.6475,33.15278,72.26375,132.72125,53.73375,149.12375,37.831577,6.7875,88.39306,38.61875,29.89375,68.030266,30.133928,115.14125,43.92,143.865,49.663094,117.7225,487.7275,43.51625,73.06625,64.540474,47.5775,46.5975,13.27375,97.8675,Abnormal
3656.7837,5082.857,4101.9175,1365.7,1980.2333,4883.893,2925.7375,2061.4126,1482.9713,3808.2678,2126.065,1412.5923,2692.5774,3547.2576,2164.837,4331.967,2752.5962,1790.9838,2288.4675,2944.065,1975.3462,3790.3489,1720.7588,2484.21,1139.0438,2527.882,846.40955,1948.6425,2547.3486,2726.3076,1408.2212,2547.3274,1945.9038,1942.5775,1015.11,1381.64,1177.5475,1239.2612,2530.067,2530.067,2530.067,2530.067,1203.135,2366.4163,1530.5156,954.5575,1627.47,1372.5862,1531.1213,1538.5934,50.36786,201.41125,29.94375,37.55625,23.0075,18.95,44.16,53.5,104.53375,28.13875,47.30125,23.57875,60.8775,56.0275,14.58875,22.757143,852.5175,24.2275,78.45,62.72375,166.40625,137.53125,48.08095,247.63571,43.7175,24.944445,66.4,50.5425,77.85625,186.07124,64.655266,69.88875,102.83889,51.99875,40.5525,43.861843,55.708927,298.67624,18.86875,115.04375,176.50119,91.00375,267.03625,133.94875,46.7425,120.30119,11.00625,15.99,21.34375,30.74375,Normal
9128.119,5502.716,4590.134,3234.4019,3978.5452,7676.7144,4644.3887,2518.6975,5460.936,4251.53,2962.7224,1894.2827,2140.4712,2582.0112,4021.4846,3437.204,3441.9026,1640.21,3898.9236,3779.0674,4078.8538,3986.6462,5709.846,2694.95,1791.15,6483.605,1189.7798,2726.34,3651.995,1490.74,3520.1675,1932.92,3366.129,1601.035,1063.8239,3790.585,2435.16,1590.3,1755.1167,1755.1167,1755.1167,1755.1167,3106.7913,2331.2087,1426.1906,3111.3076,4464.6113,870.53876,1015.4512,2175.1106,80.920235,257.01,48.5,46.89875,40.91875,30.645,40.8725,179.9,333.7175,177.7125,85.1875,112.02125,212.33,53.3975,59.31,49.664288,603.4625,73.55875,171.15,40.92625,318.34,543.7325,34.980953,291.09048,31.91125,124.05278,58.6,124.03625,146.14375,222.54,62.451317,38.6575,214.05695,41.48625,25.48125,64.49737,84.70536,214.39375,64.3325,314.5525,134.85239,129.21375,440.22626,102.51,140.325,173.28929,110.225,155.92375,40.18125,37.45125,Abnormal
3799.0889,5665.7793,5157.0674,1359.7911,1872.6451,2218.1035,1395.0525,1683.7775,2430.015,4679.4526,2369.64,1440.5461,1016.8863,1842.4163,1772.2583,1588.3917,1474.1262,1144.0962,846.7512,1044.3225,1344.1313,3181.015,1673.0325,3628.905,1219.3969,3229.7227,868.81903,1574.1025,980.91876,1556.1875,1346.3125,1485.52,2753.625,1464.5225,655.935,995.7,1432.1562,803.03125,1247.7555,1247.7555,1247.7555,1247.7555,1289.005,2670.6,672.3,1171.7788,1266.8475,499.98376,1380.4175,1514.9391,16.744047,227.24,76.37875,56.56875,25.48625,130.53333,16.0675,34.68875,330.54376,60.57875,31.65875,28.29,57.52875,15.93625,18.60375,28.47143,517.77625,41.17,50.415,8.5975,297.1075,316.13376,10.536905,85.26905,23.49375,290.4528,41.19375,12.49125,131.4475,198.0025,69.41842,28.4325,120.25,14.80875,8.19875,36.00395,20.69107,367.9175,25.5225,219.03125,66.182144,5.935,211.50874,81.3175,31.35125,129.35358,26.535,34.91125,34.3975,7.55375,Abnormal
6194.245,5202,4079.6338,3951.1982,2382.2214,1949.1643,1909.0975,3415.1038,3965.97,2857.644,2798.1626,2678.8691,2393.4375,4583.194,2665.5132,4444.9585,2180.675,2226.145,1019.7525,1372.08,2317.0513,5046.6113,2116.5413,2292.415,2495.1655,2633.5762,1571.6107,2883.85,966.055,2171.1987,1299.7087,2069.185,1314.6663,1749.36,1354.0962,1459.83,1644.495,990.69,3323.2913,3323.2913,3323.2913,3323.2913,1406.2025,3848.0024,1593.8328,1011.01,1918.9275,1464.4038,1694.96,1326.2207,49.860714,132.23125,96.69875,57.49625,37.0225,279.55832,43.5475,91.805,152.83125,131.1275,83.02,93.44125,427.41125,107.0025,39.24125,97.579765,817.535,100.51,56.4575,87.06625,298.415,104.9325,67.76071,509.3988,80.63,275.6889,201.53625,79.325,112.5725,61.525,59.97763,61.05375,57.969444,79.42875,55.30375,47.811844,62.775,481.3175,78.19,148.76875,214.3607,103.07875,321.145,140.93625,200.44,164.53929,54.9625,113.40875,76.4175,43.76875,Normal
11447.631,3529.1272,2920.8413,5445.8623,2699.262,6637.8145,4903.8965,3411.6025,2534.9038,4012.594,1989.5938,2413.0923,5328.29,7127.011,3681.7107,7727.6123,4888.7275,3489.365,3170.3826,3407.746,5822.396,6087.904,5796.384,3187.5576,1911.9,4436.532,1202.5726,3687.3787,3281.7976,6215.1313,3214.0076,3036.1575,2850.95,2115.1375,667.64,4164.096,2589.8162,1543.835,5961.367,5961.367,5961.367,5961.367,2572.1025,4713.4126,2172.5547,2179.4712,1411.9875,1899.0588,2744.7776,2924.7432,32.239285,457.48126,122.23625,12.30375,29.84375,745.88,69.3425,222.74875,294.495,210.795,101.42625,125.3675,174.81625,119.6375,72.80625,172.4881,1151.8313,201.3275,209.725,138.36125,450.9,211.32,98.060715,1878.3048,69.09375,172.25555,266.38876,242.4775,45.9475,511.02374,235.17236,53.02125,164.51666,72.9125,216.385,176.05,191.13571,313.3075,114.91875,245.06375,372.1619,60.37125,232.72874,214.44624,372.5175,463.8524,317.15375,334.36874,176.5675,126.82625,Normal
14641.931,3377.3933,3048.4326,5401.2266,4734.299,5167.375,4434.3286,4553.245,9515.121,3925.4727,4445.775,3337.2693,4777.8677,5455.745,5455.8857,7722.433,4298.315,4680.4077,3653.1626,3950.31,8706.22,9993.688,9131.427,2194.0613,3370.5469,6788.575,2172.2417,4783.5186,2549.1226,4988.234,6446.6963,1604.9338,3987.2312,1874.3612,986.26624,5684.589,4361.1787,1633.7812,3680.6316,3680.6316,3680.6316,3680.6316,4697.839,3154.8137,1662.1108,3893.0974,4927.2837,2152.44,1828.7375,3455.9453,123.05714,278.47125,61.62625,25.4325,15.63125,505.71,106.43875,270.4025,271.21625,310.45874,196.68375,130.345,2586.0413,158.0125,212.325,153.0893,119.67,179.33,171.855,138.1175,252.3375,410.8275,83.88452,112.28214,133.6025,433.6722,253.65125,364.49374,88.12625,439.18,141.05132,23.87625,213.9625,95.60625,95.48875,163.77763,130.6518,106.79375,103.1825,255.6575,211.56548,175.25874,444.225,164.715,347.14,616.99646,405.6,390.89,116.62125,88.87125,Abnormal
9443.878,6671.7773,6260.616,4905.709,3139.2488,10926.218,7376.85,3245.2512,6518.7363,5336.095,3932.2063,2551.8538,7450.415,4986.5913,3753.8167,10694.517,4003.8562,3372.5713,5071.6836,5406.7764,6202.286,4944.29,5458.3926,5923.9277,1994.747,4830.351,1223.9226,4043.165,5983.459,2915.4663,2618.8062,4026.8774,5379.8823,2946.4338,1116.63,3917.55,2681.4187,2475.9338,6961.1343,6961.1343,6961.1343,6961.1343,2285.455,5564.3174,2831.2954,3017.735,2537.5774,4689.5,2397.3374,3384.0117,84.28928,371.04,137.59875,110.1825,46.1825,114.13167,177.2125,169.04375,352.77,250.66,97.16875,134.93375,565.2525,138.855,117.55375,104.82262,1549.7712,189.24126,223.61,285.02625,615.35626,405.51126,93.54881,877.2559,189.6425,82.897224,249.57625,124.4525,154.8075,457.12625,280.57632,147.62375,183.03056,90.985,157.4,164.55789,148.2857,1090.6176,77.72125,181.70375,725.3381,281.9025,522.5825,330.31375,293.45126,149.93333,240.6125,247.295,197.22,95.59625,Abnormal
14368.276,3651.991,3302.9275,5738.486,5115.913,4890.7856,5008.3286,5643.7812,6013.951,3837.7678,5468.1562,4009.4768,3601.6875,6879.555,6581.256,6469.808,6988.945,4277.1987,2821.5962,3470.405,6012.3,8254.451,8120.465,3694.629,4202.4624,11454.71,2714.6345,6801.9385,2321.0562,4907.0864,6563.6187,1994.4462,3666.9275,1996.3838,1404.3712,4449.0186,4555.5312,1442.28,3773.496,3773.496,3773.496,3773.496,5745.845,3335.6975,2534.553,1577.1274,6201.251,1839.1688,1350.3862,3830.9026,86.02262,221.55875,74.87625,9.135,42.31,347.76334,97.755,112.0125,235.98,319.46375,309.88876,145.72626,921.6813,96.2125,196.02875,122.57024,260.27374,197.52126,200.46625,104.7725,472.09375,277.67374,80.76428,293.15,122.08625,142.96944,221.96625,483.85376,98.92,432.57376,44.421055,57.64375,189.60693,101.55875,135.4075,168.54343,192.56964,381.4625,170.31625,100.00375,246.32619,185.83125,720.59375,154.1475,278.575,303,289.66626,333.5925,97.04625,112.4325,Abnormal
6951.354,5565.7773,4480.785,3667.6465,4278.6167,7568.9287,6299.3613,5174.0913,4038.185,4831.826,7351.674,3543.9788,6017.5,5247.5674,6136.1,8252.908,6756.0225,4069.59,3938.1575,4974.4062,3151.0237,9734.153,5191.4336,5199.3486,3514.975,6789.4014,2365.9,5809.541,3799.4375,4098.03,8193.987,2092.2476,3630.6611,2888.33,1582.86,2216.5425,5038.4224,1624.57,3165.123,3165.123,3165.123,3165.123,5114.181,3227.0361,2163.55,2005.9512,5131.615,1916.4489,1899.2025,3713.1814,99.580956,118.27125,100.14,29.84875,39.63875,22.986668,172.08624,48.6775,382.99625,154.77126,251.87,99.73875,143.79875,53.205,72.00875,121.63333,69.96375,133.28125,146.67,113.54875,409.9525,308.43875,85.42262,27.732143,188.8625,834.7083,241.71,534.78125,118.39,97.6525,254.19868,57.35875,236.78612,107.09,140.815,242.22894,143.74821,112.115,136.79625,152.51875,192.76071,107.795,624.7275,155.8225,173.105,297.4869,228.805,140.87125,66.44375,73.62,Abnormal
6302.7764,4127.4976,3635.695,2604.7412,1796.4321,2736.157,3648.1038,2414.6438,3182.255,3196.1394,1735.0775,1866.5731,6146.016,4707.5864,2050.5583,6173.1,2143.0725,2272.514,2366.81,2444.8286,2238.89,4139.661,2323.9912,3918.9912,1657.3531,2073.5513,956.6667,2712.734,1308.5413,3633.0762,1190.3163,2852.4326,2861.675,2720.4238,1464.1975,1548.32,1220.0613,1470.0475,4547.7954,4547.7954,4547.7954,4547.7954,933.1275,5437.21,2166.256,1461.0662,804.07874,3021.195,1995.485,1690.2744,43.82976,257.44626,119.61625,40.24125,34.55,132.36667,118.73875,94.1575,307.23624,126.7875,79.68875,30.29125,459.3875,63.415,45.36,59.190475,1111.87,108.92875,189.0875,223.37625,380.28125,76.13875,56.02381,449.69763,160.91125,68.33611,149.27,70.0325,107.7825,189.9975,233.40921,50.23625,181.8986,62.53375,155.4475,150.96974,117.2875,641.85626,73.3,130.9075,505.25238,242.845,208.6575,158.515,162.2525,392.37143,64.36375,94.47375,52.17625,25.2025,Normal
6357.9214,3736.8455,2665.5913,2493.875,1306.2476,4092.718,3163.855,1077.6162,3865.8086,1923.3715,1210.8162,989.275,2881.5962,2263.236,1327.6643,3513.7334,1749.1638,960.1262,1644.8025,1823.785,2738.621,2311.44,2837.3225,1547.6487,601.55,1752.4083,621.60474,1293.4012,1975.8613,1274.575,849.095,1472.8362,1588.7087,1012.32,827.71625,2050.5237,972.24,621.03,2522.6467,2522.6467,2522.6467,2522.6467,860.6975,1144.615,2025.9125,1598.9738,795.6912,1132.9038,1172.23,1194.0647,50.913094,156.0175,78.33625,60.5275,28.01125,38.13333,53.5575,120.07875,129.45625,95.69375,32.305,63.11625,317.49124,117.01375,39.3075,79.35833,595.3812,57.9425,115.83,135.46,178.165,112.41375,26.692858,575.33453,56.93625,95.263885,95.5275,20.4625,76.7425,166.95625,51.46579,35.6375,85.7875,39.6325,72.45,89.176315,121.50179,244.74875,44.12625,68.33625,146.90356,77.60625,162.0225,114.8275,98.47125,111.50833,82.035,146.475,72.505,14.29,Abnormal
7121.174,5346.6475,4254.1177,3399.709,4017.038,7158.918,5059.195,2970.6362,5341.0073,4779.288,2821.5974,2583.5864,4650.895,5976.109,2555.62,6192.3877,5407.1675,3898.8013,3718.7087,3559.775,4673.005,3745.3237,4060.945,1938.6838,2735.006,5584.45,1377.0857,3509.815,3843.1274,2385.4,2496.17,2133.675,4472.4414,1925.5125,1576.485,3106.4587,2725.8489,1773.9163,5819.4487,5819.4487,5819.4487,5819.4487,2117.3374,2916.9424,1406.7562,2774.37,2464.3887,1497.425,2203.6787,2596.5996,58.720238,444.22626,99.49125,84.83125,24.94625,45.291668,81.83875,134.24875,81.9475,98.79125,148.10374,71.8,154.55875,58.27125,58.285,26.470238,1336.2637,74.2325,99.77625,85.03625,504.25,255.39626,77.03928,913.275,10.42625,182.08888,157.09125,29.72,77.25375,260.04376,37.00395,112.3175,47.863888,73.34625,53.89,36.030262,30.175,658.6362,56.15125,105.03375,251.25357,97.84125,438.51376,183.8825,115.66625,360.42856,41.90875,89.7975,40.75625,37.9825,Normal
